央视,#genre#
丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
留学世界,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
宁波鄞州一套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8
宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
宁波余姚姚江,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
磐安文化生活,http://hlsv2.quklive.com/live/1626401163709056/index.m3u8
磐安新闻综合,http://hlsv2.quklive.com/live/1626400915947070/index.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
衢州开化综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
衢州龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢州龙游综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
绍兴上虞综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
天台和合频道,http://hlsv2.quklive.com/live/1617072208961931/index.m3u8
温州永嘉综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
文成综合,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
永康华溪频道,http://hlsv2.quklive.com/live/1625062755227231/index.m3u8
永康新闻综合,http://hlsv2.quklive.com/live/1625061424267104/index.m3u8
舟山嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/360p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/360p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/360p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/360p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/360p.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
舟山新闻综合,http://live1.plus.wifizs.cn/xwzh/sd/live.m3u8?zzhed
舟山公共生活,http://live1.plus.wifizs.cn/ggsh/sd/live.m3u8?zzhed
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
永康新闻综合,http://hlsv2.quklive.com/live/1625061424267104/index.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
嵊州新闻综合,https://hlsv2.quklive.com/live/1626935015913208/index.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed

广西,#genre#
南宁公共频道,http://117.141.149.101:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
南宁都市生活,http://117.141.149.101:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
南宁影视娱乐,http://117.141.149.101:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
南宁新闻综合,http://117.141.149.101:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://117.141.149.101:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺,http://117.141.149.101:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市,http://117.141.149.101:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视,http://117.141.149.101:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻,http://117.141.149.101:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0

山东,#genre#
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
哈尔滨新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226434/index.m3u8
哈尔滨生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
佳木斯新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
鹤岗新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
鸡西新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226410/index.m3u8
鸡西安全生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226481/index.m3u8
齐齐哈尔新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226413/index.m3u8
齐齐哈尔经济法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226493/index.m3u8
伊春新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226416/index.m3u8
牡丹江新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
大庆新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
大庆教育频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8
漠河新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226499/index.m3u8
漠河综合频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8
双鸭山新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
山东齐鲁,http://livealone.iqilu.com/iqilu/qlpdhjOF03kn.m3u8
山东齐鲁,http://39.74.142.1:9999/tsfile/live/1000_1.m3u8
山东文旅,http://livealone.iqilu.com/iqilu/yspdhjOF03kn.m3u8
山东综艺,http://livealone.iqilu.com/iqilu/zypdhjOF03kn.m3u8
山东生活,http://livealone.iqilu.com/iqilu/shpdhjOF03kn.m3u8
山东新闻,http://livealone.iqilu.com/iqilu/ggpdhjOF03kn.m3u8
山东农科,http://livealone.iqilu.com/iqilu/nkpdhjOF03kn.m3u8
山东体育,http://livealone.iqilu.com/iqilu/typdhjOF03kn.m3u8
山东少儿,http://livealone.iqilu.com/iqilu/sepdhjOF03kn.m3u8
山东生活,http://39.74.142.1:9999/tsfile/live/1002_1.m3u8
山东综艺,http://39.74.142.1:9999/tsfile/live/1003_1.m3u8
山东体育,http://39.74.142.1:9999/tsfile/live/1004_1.m3u8
山东农科,http://39.74.142.1:9999/tsfile/live/1006_1.m3u8
山东少儿,http://39.74.142.1:9999/tsfile/live/1007_1.m3u8
山东文旅,http://39.74.142.1:9999/tsfile/live/1008_1.m3u8
山东教育,http://39.74.142.1:9999/tsfile/live/1009_1.m3u8
长清新闻,http://8.137.59.151:3000/shandong/qilu.php?id=jncqxw&playlist.m3u8
长清生活,http://8.137.59.151:3000/shandong/qilu.php?id=jncqsh&playlist.m3u8
济铁电视台,http://8.137.59.151:3000/shandong/qilu.php?id=jnjrtv&playlist.m3u8
济阳综合,http://8.137.59.151:3000/shandong/qilu.php?id=jnjyzh&playlist.m3u8
济阳影视,http://8.137.59.151:3000/shandong/qilu.php?id=jnjyys
历城新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=jnlcxw
平阴综合,http://8.137.59.151:3000/shandong/qilu.php?id=jnpyzh
平阴乡村振兴,http://8.137.59.151:3000/shandong/qilu.php?id=jnpyxc
商河综合,http://8.137.59.151:3000/shandong/qilu.php?id=jnshzh
商河影视,http://8.137.59.151:3000/shandong/qilu.php?id=jnshys
章丘综合,http://8.137.59.151:3000/shandong/qilu.php?id=jnzqzh
章丘公共,http://8.137.59.151:3000/shandong/qilu.php?id=jnzqgg
东营新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=dyxwzh
东营公共,http://8.137.59.151:3000/shandong/qilu.php?id=dygg
东营公共,http://8.137.59.151:3000/shandong/qilu.php?id=dygg2
东营科教,http://8.137.59.151:3000/shandong/qilu.php?id=dykj
东营区新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=dydyqxw
东营区科教影视,http://8.137.59.151:3000/shandong/qilu.php?id=dydyqkj
广饶综合,http://8.137.59.151:3000/shandong/qilu.php?id=dygrzh
广饶科教文艺,http://8.137.59.151:3000/shandong/qilu.php?id=dygrkj
垦利新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=dyklxw
利津综合,http://8.137.59.151:3000/shandong/qilu.php?id=dyljzh
利津文化生活,http://8.137.59.151:3000/shandong/qilu.php?id=dyljwh
黄岛综合,http://8.137.59.151:3000/shandong/qilu.php?id=qdhdzh
黄岛生活,http://8.137.59.151:3000/shandong/qilu.php?id=qdhdsh
即墨综合,http://8.137.59.151:3000/shandong/qilu.php?id=qdjmzh
即墨生活服务,http://8.137.59.151:3000/shandong/qilu.php?id=qdjmsh
胶州综合,http://8.137.59.151:3000/shandong/qilu.php?id=qdjzzh
胶州生活,http://8.137.59.151:3000/shandong/qilu.php?id=qdjzsh
李沧TV,http://8.137.59.151:3000/shandong/qilu.php?id=qdlc
崂山TV,http://8.137.59.151:3000/shandong/qilu.php?id=qdls
莱西综合,http://8.137.59.151:3000/shandong/qilu.php?id=qdlxzh
莱西生活,http://8.137.59.151:3000/shandong/qilu.php?id=qdlxsh
平度生活服务,http://8.137.59.151:3000/shandong/qilu.php?id=qdpdsh
潍坊新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfxwzh
潍坊生活,http://8.137.59.151:3000/shandong/qilu.php?id=wfsh
潍坊影视综艺,http://8.137.59.151:3000/shandong/qilu.php?id=wfyswy
潍坊科教潍坊生活文旅,http://8.137.59.151:3000/shandong/qilu.php?id=wfkjwl
潍坊高新区,http://8.137.59.151:3000/shandong/qilu.php?id=wfgxq
安丘综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfaqzh
安丘民生,http://8.137.59.151:3000/shandong/qilu.php?id=wfaqms
滨海新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfbhxw
昌乐综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfclzh
昌邑综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfcyzh
昌邑经济生活,http://8.137.59.151:3000/shandong/qilu.php?id=wfcyjj
坊子新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=wffzxw
高密综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfgmzh
高密党建农科,http://8.137.59.151:3000/shandong/qilu.php?id=wfgmdj
寒亭新闻,http://8.137.59.151:3000/shandong/qilu.php?id=wfhtxw
奎文电视台,http://8.137.59.151:3000/shandong/qilu.php?id=wfkwtv
临朐新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=wflqxw
青州综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfqzzh
青州文化旅游,http://8.137.59.151:3000/shandong/qilu.php?id=wfqzwh
潍城TV,http://8.137.59.151:3000/shandong/qilu.php?id=wfwc
诸城新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=wfzcxw
诸城生活娱乐,http://8.137.59.151:3000/shandong/qilu.php?id=wfzcsh
长岛TV,http://8.137.59.151:3000/shandong/qilu.php?id=ytcd
福山综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytfszh
福山生活(无信号),http://8.137.59.151:3000/shandong/qilu.php?id=ytfssh
海阳综合,http://8.137.59.151:3000/shandong/qilu.php?id=ythyzh
龙口综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytlkzh
龙口生活,http://8.137.59.151:3000/shandong/qilu.php?id=ytlksh
莱山综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytlszh
莱山影视,http://8.137.59.151:3000/shandong/qilu.php?id=ytlsys
莱阳民生综艺,http://8.137.59.151:3000/shandong/qilu.php?id=ytlyms
莱州综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytlzzh
牟平综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytmpzh
蓬莱综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytplzh
蓬莱综艺,http://8.137.59.151:3000/shandong/qilu.php?id=ytplzy
栖霞综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytqxzh
栖霞苹果,http://8.137.59.151:3000/shandong/qilu.php?id=ytqxpg
招远综合,http://8.137.59.151:3000/shandong/qilu.php?id=ytzyzh
招远综艺,http://8.137.59.151:3000/shandong/qilu.php?id=ytzyzy
博山新闻,http://8.137.59.151:3000/shandong/qilu.php?id=zbbsxw
博山图文,http://8.137.59.151:3000/shandong/qilu.php?id=zbbstw
高青综合,http://8.137.59.151:3000/shandong/qilu.php?id=zbgqzh
高青影视,http://8.137.59.151:3000/shandong/qilu.php?id=zbgqys
桓台综合,http://8.137.59.151:3000/shandong/qilu.php?id=zbht1
桓台影视,http://8.137.59.151:3000/shandong/qilu.php?id=zbht2
临淄新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=zblzxw
临淄生活服务,http://8.137.59.151:3000/shandong/qilu.php?id=zblzsh
沂源综合,http://8.137.59.151:3000/shandong/qilu.php?id=zbyyzh
沂源生活,http://8.137.59.151:3000/shandong/qilu.php?id=zbyysh
淄川新闻,http://8.137.59.151:3000/shandong/qilu.php?id=zbzcxw
淄川生活,http://8.137.59.151:3000/shandong/qilu.php?id=zbzcsh
张店综合,http://8.137.59.151:3000/shandong/qilu.php?id=zbzd1
张店2,http://8.137.59.151:3000/shandong/qilu.php?id=zbzd2
周村新闻,http://8.137.59.151:3000/shandong/qilu.php?id=zbzctv1
周村生活,http://8.137.59.151:3000/shandong/qilu.php?id=zbzctv2
山亭综合,http://8.137.59.151:3000/shandong/qilu.php?id=zzstzh
枣庄市中综合,http://8.137.59.151:3000/shandong/qilu.php?id=zzszzh
台儿庄新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=zztezxw
滕州综合,http://8.137.59.151:3000/shandong/qilu.php?id=zztzzh
滕州民生,http://8.137.59.151:3000/shandong/qilu.php?id=zztzms
薛城新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=zzxcxw
峄城综合,http://8.137.59.151:3000/shandong/qilu.php?id=zzyczh
滨城TV,http://8.137.59.151:3000/shandong/qilu.php?id=bzbctv
博兴综合,http://8.137.59.151:3000/shandong/qilu.php?id=bzbxzh
博兴生活,http://8.137.59.151:3000/shandong/qilu.php?id=bzbxsh
惠民综合,http://8.137.59.151:3000/shandong/qilu.php?id=bzhmzh
惠民影视,http://8.137.59.151:3000/shandong/qilu.php?id=bzhmys
无棣综合,http://8.137.59.151:3000/shandong/qilu.php?id=bzwdzh
无棣综艺,http://8.137.59.151:3000/shandong/qilu.php?id=bzwdzy
阳信新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=bzyxxw
沾化综艺,http://8.137.59.151:3000/shandong/qilu.php?id=bzzhzy
邹平综合,http://8.137.59.151:3000/shandong/qilu.php?id=bzzpzh
邹平民生,http://8.137.59.151:3000/shandong/qilu.php?id=bzzpms
德州新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzxwzh
德州经济生活,http://8.137.59.151:3000/shandong/qilu.php?id=dzjjsh
德州图文,http://8.137.59.151:3000/shandong/qilu.php?id=dztw
陵城综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzlczh
乐陵新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzllxw
乐陵城市生活,http://8.137.59.151:3000/shandong/qilu.php?id=dzllcs
临邑1,http://8.137.59.151:3000/shandong/qilu.php?id=dzly1
临邑2,http://8.137.59.151:3000/shandong/qilu.php?id=dzly2
宁津综合,http://8.137.59.151:3000/shandong/qilu.php?id=dznjzh
平原综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzpyzh
齐河综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzqhzh
庆云综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzqyzh
庆云生活,http://8.137.59.151:3000/shandong/qilu.php?id=dzqysh
武城综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzwczh
武城综艺影视,http://8.137.59.151:3000/shandong/qilu.php?id=dzwczy
夏津综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzxjzh
夏津公共,http://8.137.59.151:3000/shandong/qilu.php?id=dzxjgg
禹城综合,http://8.137.59.151:3000/shandong/qilu.php?id=dzyczh
禹城综艺,http://8.137.59.151:3000/shandong/qilu.php?id=dzyczy
成武综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzcwzh
成武综艺,http://8.137.59.151:3000/shandong/qilu.php?id=hzcwzy
曹县综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzcxzh
东明新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzdmxw
定陶新闻,http://8.137.59.151:3000/shandong/qilu.php?id=hzdt1
定陶综艺,http://8.137.59.151:3000/shandong/qilu.php?id=hzdt2
鄄城综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzjczh
巨野新闻,http://8.137.59.151:3000/shandong/qilu.php?id=hzjyxw
牡丹区新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzmdxw
牡丹区综艺,http://8.137.59.151:3000/shandong/qilu.php?id=hzmdzy
单县综合,http://8.137.59.151:3000/shandong/qilu.php?id=hzsxzh
郓城新闻,http://8.137.59.151:3000/shandong/qilu.php?id=hzycxw
郓城综艺,http://8.137.59.151:3000/shandong/qilu.php?id=hzyczy
嘉祥综合,http://8.137.59.151:3000/shandong/qilu.php?id=jijiazh
嘉祥生活,http://8.137.59.151:3000/shandong/qilu.php?id=jijiash
金乡综合,http://8.137.59.151:3000/shandong/qilu.php?id=jijxzh
金乡生活,http://8.137.59.151:3000/shandong/qilu.php?id=jijxsh
梁山综合,http://8.137.59.151:3000/shandong/qilu.php?id=jilszh
曲阜新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=jiqfxw
任城新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=jircxw
任城影视娱乐,http://8.137.59.151:3000/shandong/qilu.php?id=jircys
泗水新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=jissxw
泗水文化生活,http://8.137.59.151:3000/shandong/qilu.php?id=jisswh
微山综合,http://8.137.59.151:3000/shandong/qilu.php?id=jiws1
微山2套,http://8.137.59.151:3000/shandong/qilu.php?id=jiws2
汶上综合,http://8.137.59.151:3000/shandong/qilu.php?id=jiwszh
汶上生活,http://8.137.59.151:3000/shandong/qilu.php?id=jiwssh
鱼台新闻,http://8.137.59.151:3000/shandong/qilu.php?id=jiytxw
鱼台生活,http://8.137.59.151:3000/shandong/qilu.php?id=jiytsh
兖州新闻,http://8.137.59.151:3000/shandong/qilu.php?id=jiyzxw
兖州生活,http://8.137.59.151:3000/shandong/qilu.php?id=jiyzsh
邹城综合,http://8.137.59.151:3000/shandong/qilu.php?id=jizczh
邹城文化生活,http://8.137.59.151:3000/shandong/qilu.php?id=jizcwh
茌平综合,http://8.137.59.151:3000/shandong/qilu.php?id=lccpzh
茌平生活,http://8.137.59.151:3000/shandong/qilu.php?id=lccpsh
东昌综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcdczh
东阿综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcdezh
东阿综艺,http://8.137.59.151:3000/shandong/qilu.php?id=lcdezy
高唐综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcgtzh
高唐综艺,http://8.137.59.151:3000/shandong/qilu.php?id=lcgtzy
冠县综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcgxzh
临清综合,http://8.137.59.151:3000/shandong/qilu.php?id=lclqzh
临清经济信息,http://8.137.59.151:3000/shandong/qilu.php?id=lclqjj
莘县综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcsxzh
莘县生活,http://8.137.59.151:3000/shandong/qilu.php?id=lcsxsh
阳谷综合,http://8.137.59.151:3000/shandong/qilu.php?id=lcygzh
阳谷影视,http://8.137.59.151:3000/shandong/qilu.php?id=lcygys
临沂综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyzh
临沂公共,http://8.137.59.151:3000/shandong/qilu.php?id=lygg
临沂农科,http://8.137.59.151:3000/shandong/qilu.php?id=lynk
费县综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyfxzh
费县生活,http://8.137.59.151:3000/shandong/qilu.php?id=lyfxsh
河东影视,http://8.137.59.151:3000/shandong/qilu.php?id=lyhdys
河东综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyhdzh
莒南综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyjnzh
莒南影视,http://8.137.59.151:3000/shandong/qilu.php?id=lyjnys
兰陵综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyllzh
兰陵公共,http://8.137.59.151:3000/shandong/qilu.php?id=lyllgg
兰山综合,http://8.137.59.151:3000/shandong/qilu.php?id=lylszh
临沭综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyls1
临沭生活,http://8.137.59.151:3000/shandong/qilu.php?id=lyls2
罗庄综合,http://8.137.59.151:3000/shandong/qilu.php?id=lylzzh
罗庄影视,http://8.137.59.151:3000/shandong/qilu.php?id=lylzys
蒙阴综合,http://8.137.59.151:3000/shandong/qilu.php?id=lymy1
蒙阴2套,http://8.137.59.151:3000/shandong/qilu.php?id=lymy2
平邑综合,http://8.137.59.151:3000/shandong/qilu.php?id=lypyzh
平邑生活,http://8.137.59.151:3000/shandong/qilu.php?id=lypysh
郯城综合,http://8.137.59.151:3000/shandong/qilu.php?id=lytc1
郯城2套,http://8.137.59.151:3000/shandong/qilu.php?id=lytc2
沂南综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyynzh
沂南红色影视,http://8.137.59.151:3000/shandong/qilu.php?id=lyynys
沂水综合,http://8.137.59.151:3000/shandong/qilu.php?id=lyys1
沂水生活,http://8.137.59.151:3000/shandong/qilu.php?id=lyys2
莒县综合,http://8.137.59.151:3000/shandong/qilu.php?id=rzjx1
岚山TV,http://8.137.59.151:3000/shandong/qilu.php?id=rzls
五莲综合,http://8.137.59.151:3000/shandong/qilu.php?id=rzwlzh
五莲文化旅游,http://8.137.59.151:3000/shandong/qilu.php?id=rzwlwh
东平综合,http://8.137.59.151:3000/shandong/qilu.php?id=tadpzh
东平民生,http://8.137.59.151:3000/shandong/qilu.php?id=tadpms
岱岳TV,http://8.137.59.151:3000/shandong/qilu.php?id=tady
肥城综合,http://8.137.59.151:3000/shandong/qilu.php?id=tafczh
肥城生活,http://8.137.59.151:3000/shandong/qilu.php?id=tafcsh
宁阳综合,http://8.137.59.151:3000/shandong/qilu.php?id=tany1
宁阳2套,http://8.137.59.151:3000/shandong/qilu.php?id=tany2
泰山TV,http://8.137.59.151:3000/shandong/qilu.php?id=tats
新泰综合,http://8.137.59.151:3000/shandong/qilu.php?id=taxtzh
新泰乡村,http://8.137.59.151:3000/shandong/qilu.php?id=taxtxc
威海新闻综合,http://8.137.59.151:3000/shandong/qilu.php?id=whxwzh
